title,company,location,info_link
서비스기획자 (스마트프런트팀),야놀자,서울 강남구,/rc/clk?jk=beeb1d66a7625972&fccid=73fe623ec23ed0a5&vjs=3
사무실 행정 회계 관리 업무 직원,미산알앤씨,서울 양천구,/rc/clk?jk=b26c6b2a16d1efed&fccid=9227548471d53628&vjs=3
부광컨설팅 신입사원,부광컨설팅,경기도 화성,/rc/clk?jk=b8a049c311e17850&fccid=fdfa1b8b4e164fce&vjs=3
AWS International Tax Senior Manager,Amazon Web Services Korea LLC,서울,/rc/clk?jk=596e7c31c4604fdd&fccid=fe2d21eef233e94a&vjs=3
Product Design Lead (Product UX),*회사없음*,서울,/rc/clk?jk=9dd0fa2bcf91e7ef&fccid=56e12959d04ef145&vjs=3
APP/웹 콘텐츠 기획자,아트앤에셋,서울 종로구,/rc/clk?jk=50a46393f706d73c&fccid=a9a25e915af5f119&vjs=3
"Manager, Marketing Effectiveness",*회사없음*,서울,/rc/clk?jk=956a146e680b785e&fccid=683f563b5cc25b70&vjs=3
[셀트리온스킨큐어] 본사 V-커머스 사무보조 직원 (SNS 운영 보조),셀트리온스킨큐어,서울 서초구,/rc/clk?jk=4e0c2a6afaaf7398&fccid=1d39962c0c6d85ce&vjs=3
사우스케이프,사우스케이프,서울,/rc/clk?jk=4e7a788dc553ea66&fccid=e92cb45cfefa8f0d&vjs=3
오프라인 포스솔루션 개발 함께할 창업멤버,그로잉컴퍼니,대한민국,/rc/clk?jk=9b1648a99b8b15cd&fccid=b6adc80fcfb781be&vjs=3
[(주)엔실] 패션섬유원단 마케팅전략·기획/CRM/광고 경력사원,엔실,서울 강남구,/rc/clk?jk=cfe0ea93d559104e&fccid=d899dc8768ba0e83&vjs=3
[국내TOP신용카드회사] 신용대출 상품 디지털서비스기획,FN executive search,서울,/rc/clk?jk=8f64d34ffb41d0c1&fccid=74b78e762ae2d78a&vjs=3
[ADOP/청년친화강소] Sales & Partner Manager,애드오피,서울 강남구,/rc/clk?jk=468086bcd140d5b7&fccid=b4b56d9dc5905109&vjs=3
온라인 마케터 경력직,프린토스,경기도 파주,/rc/clk?jk=e4ce2991fa28f788&fccid=a7d89a8b563d7760&vjs=3
프랜차이즈 제휴 영업담당자 (신입/경력3년이하),우아한 형제들,서울 송파구,/rc/clk?jk=9ed9fcee93dfcc62&fccid=d6ffeb3b4e007b90&vjs=3
"브랜드 마케터(경력 5년 이상, 팀장급)",넥스트매치,서울 서초구,/rc/clk?jk=552b3489114cb262&fccid=0b152083910fa16b&vjs=3
"[해외취업] 싱가포르, House Of Amber Nectar, Marketing Executive",House Of Amber Nectar,대한민국,/rc/clk?jk=e83a306f8f562908&fccid=87143a325735241c&vjs=3
[해외취업] 디지털 마케터 주식회사 어센트네트웍스,Ascent Networks,대한민국,/rc/clk?jk=3aafe76e9758aa52&fccid=f29fa2625d22fabe&vjs=3
"Partner Solutions Architect III, Analytics Specialist",Amazon Web Services Korea LLC,서울,/rc/clk?jk=7a837beac7ac8bcd&fccid=fe2d21eef233e94a&vjs=3
영업관리 사무원 채용,SM케미칼,경기도 이천,/rc/clk?jk=46e3a7c920565b8c&fccid=77799a350f8e13a2&vjs=3
KTB투자증권 리테일본부 영업추진팀 인턴,케이티비투자증권,대한민국,/rc/clk?jk=4607989918c584cf&fccid=62f03c1377c5d396&vjs=3
"Associate Sales Engineer, WU 1",Grundfos,경기도,/rc/clk?jk=698007ec2e1f6fec&fccid=c12d9bce66a866f6&vjs=3
Head of Commercial Marketing - Lab Separation & Workflow Solutions,Merck KGaA,서울,/rc/clk?jk=60461af209cad207&fccid=f89587519f04b5aa&vjs=3
2018 시지온 B2B/B2C 마케터,시지온,서울 동교동,/rc/clk?jk=60ba28b0e72e0d74&fccid=cb62d3ee502a9b7f&vjs=3
"Account Manager, Amazon Global Selling Korea",Amazon Services Korea LLC,서울,/rc/clk?jk=7370b67cbff6025d&fccid=fe2d21eef233e94a&vjs=3
"Account Executive, Amazon Global Selling Korea",Amazon Services Korea LLC,서울,/rc/clk?jk=d423a77898d2d6e6&fccid=fe2d21eef233e94a&vjs=3
"Business Operations Manager - Amazon Web Services, Korea",Amazon Web Services Korea LLC,서울,/rc/clk?jk=bfb05d8d36cce16f&fccid=fe2d21eef233e94a&vjs=3
Technical Sales/Pre-Sales Solutions Consultant - South Korea,Qualtrics,서울,/rc/clk?jk=1c6074948f6023ca&fccid=10db9f943841d5db&vjs=3
Senior Manager KAT,ASM,대한민국,/rc/clk?jk=b254b0a5f039423b&fccid=2f78c666a1ead0f5&vjs=3
"MS&I Manager, Sparkling & Marketing Science",The Coca-Cola Company,서울,/rc/clk?jk=16f92a3176dd5e4e&fccid=2e853071bb3920b6&vjs=3
Ecommerce Key Account Manager,LEGO,서울 강남구,/rc/clk?jk=023f99d4bf0cf583&fccid=7ffb2f076144ee5d&vjs=3
"Account Manager, Laboratory Chemicals Division (LCD)",*회사없음*,서울,/rc/clk?jk=96e918d6491efb91&fccid=126e3afd205caa95&vjs=3
Internet Project Producer / Online Marketer: UBLov,UBGlobal Inc.,서울,/rc/clk?jk=32883e8cd7d8828e&fccid=047ec090bd0cb2da&vjs=3
외국계회사 Sales Operations Admin,글로벌 이미징 솔루션 회사,서울 강남구,/rc/clk?jk=1278a7526e588bf9&fccid=2ef6c53095b13936&vjs=3
(주)우리요 마케팅팀,우리요,전주 완산구,/rc/clk?jk=62d4e36c527514f2&fccid=b32458f049187eac&vjs=3
[베네통코리아] E-commerce UI/UX 기획 및 운영담당 정규직,베네통코리아,서울 서초구,/rc/clk?jk=792bfcb5271ce77a&fccid=e47eb7d0ad489d70&vjs=3
[화장품자사몰운영관리]3년차이상 경력직(서울 중견제약사),벤텍앤컴퍼니,서울 동대문구,/rc/clk?jk=cc77cda2f92cfd01&fccid=ce070d0f54f70f0d&vjs=3
"Senior Manager, Digital CS",*회사없음*,서울,/rc/clk?jk=15eb7211f49a4467&fccid=683f563b5cc25b70&vjs=3
Sr. Business Development Manager - Machine Learning Acceleration,Amazon Web Services Korea LLC,서울,/rc/clk?jk=b2837a845fb29a63&fccid=fe2d21eef233e94a&vjs=3
[해외취업] B2C영업직,글로벌트러스트네트웍스코리아,대한민국,/rc/clk?jk=d6ef7b09bd61e892&fccid=f981845d59202714&vjs=3
전반적인 디자인 업무 가능하신분 구인,태건시스템,인천 도화동,/rc/clk?jk=c94e8b90f823e544&fccid=b18888cd46824574&vjs=3
SLOW STEADY CLUB 온라인MD,베네데프 이노베이션즈,서울 금천구,/rc/clk?jk=87f7ebab7ecf60ba&fccid=3f7126fd4cdad4bc&vjs=3
[기본급 300만원 차등지급] 부동산 일배우며 일할 신입,한빛도시애,서울 강남구,/rc/clk?jk=965cb8bbac82094e&fccid=a90999e4a5817a15&vjs=3
"[신입/경력] 오프라인사업부 영업팀 및 MD(기획)팀 , ..",라튜오인터내셔널,서울 성동구,/rc/clk?jk=66c9f38761ece564&fccid=9edb9b2c09f615c9&vjs=3
"다양한 온라인 마케팅 활동을 통한 장기렌터카 가망 계약 고객 신규 획득 - 마케팅 채널 개발 및 운영 - 채널 별 특성에 맞는 운영안 기획 - 광고 소재 기획 및 최적화 - 데이터 기반의 마케팅 효율 분석 및 기획, 실행, 프로세스 최적화 - 마케팅 예산 설정 및 집행, 성과분석",롯데렌탈,서울 선릉역,/rc/clk?jk=0994e3b14b6c092c&fccid=4a40694c7a501d5a&vjs=3
마케팅 리더,Feelway,서울,/rc/clk?jk=efc52b2bfe927ebc&fccid=01b9ffa90acc5e30&vjs=3
온라인 장기렌터카 계약 플랫폼(신차장 다이렉트)에 방문한 고객을 대상 마케팅 기획/실행 - 인입 고객 이용행태 분석 - 데이터 분석을 통한 개인화 타겟 마케팅 시나리오 설계 - 고객지표관리 및 지표향상을 위한 프로모션 및 이벤트 기획/운영 - 푸쉬 마케팅 채널 서비스 운영,롯데렌탈,서울 선릉역,/rc/clk?jk=2a50cc03dfec61c1&fccid=4a40694c7a501d5a&vjs=3
Application Engineer/ Field Application Engineer,Advantech,서울,/rc/clk?jk=621ae2790a5c45b5&fccid=36dabe1016fe6813&vjs=3
국내 패션 대기업 온라인 마케팅 포지션(5~13년차)ASAP,국내 패션 대기업,서울 강남구,/company/%EB%8D%94-%ED%9C%B4%EB%A8%BC/jobs/%EC%98%A8%EB%9D%BC%EC%9D%B8-%EB%A7%88%EC%BC%80%ED%8C%85-%ED%8F%AC%EC%A7%80%EC%85%98-Asap-1e33f30fe6ea0d30?fccid=3cfe13845f73c09f&vjs=3
데이터 분석을 통한 마케팅 전략 담당자(대리과장급),국내 대기업 계열사,서울,/company/HR-Korea/jobs/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EB%B6%84%EC%84%9D%EC%9D%84-%ED%86%B5%ED%95%9C-%EB%A7%88%EC%BC%80%ED%8C%85-%EC%A0%84%EB%9E%B5-%EB%8B%B4%EB%8B%B9%EC%9E%90-20b8fe916f48dc9e?fccid=de67c82a6296bc29&vjs=3
Digital Fundraising Officer(정규직),국경없는 의사회,서울,/company/%EA%B5%AD%EA%B2%BD%EC%97%86%EB%8A%94-%EC%9D%98%EC%82%AC%ED%9A%8C/jobs/Digital-Fundraising-Officer-ea543eeb71b7d43c?fccid=e589c6d0b3fc1648&vjs=3
고객경험 표준 기획 및 전략 수립,*회사없음*,대한민국,/rc/clk?jk=39c7b3561c6dbac0&fccid=980d6ecc399a3373&vjs=3
[수시] ESTsecurity 보안제품 B2C 마케팅(경력),이스트소프트,서울 서초구,/company/(%EC%A3%BC)%EC%9D%B4%EC%8A%A4%ED%8A%B8%EC%86%8C%ED%94%84%ED%8A%B8/jobs/-e8b4a8f9e9951eb5?fccid=3dacc9a31f0c8d34&vjs=3
국내 CRM 분석,인코리아 프로페셔널(헤드헌팅),서울 강남구,/company/%EC%9D%B8%EC%BD%94%EB%A6%AC%EC%95%84%ED%94%84%EB%A1%9C%ED%8E%98%EC%85%94%EB%84%90/jobs/%EA%B5%AD%EB%82%B4-Crm-%EB%B6%84%EC%84%9D-5f38a43d8ddd4977?fccid=842365965c1f45a0&vjs=3
Digital Fundraising Officer,국경없는 의사회,서울,/company/%EA%B5%AD%EA%B2%BD%EC%97%86%EB%8A%94-%EC%9D%98%EC%82%AC%ED%9A%8C/jobs/Digital-Fundraising-Officer-40d3534fd7f87cb5?fccid=e589c6d0b3fc1648&vjs=3
IT산업,HR4U,서울 구로구,/company/HR4U/jobs/It%EC%82%B0%EC%97%85-a37f0c209e69d971?fccid=f50a3bbc2f889005&vjs=3
[모바일사업그룹] 마케팅 분석 담당자,와이디온라인,서울 강남구,/rc/clk?jk=72f67ec3bd9cb0ad&fccid=9dee8d96976f1864&vjs=3
리딩ICT기업 SCM(수요관리)컨설턴트 포지션 (5년 이상~)ASAP,국내 TOP-TIER 리딩ICT 솔루션 기업,서울,/company/%EB%8D%94-%ED%9C%B4%EB%A8%BC/jobs/%EB%A6%AC%EB%94%A9ict%EA%B8%B0%EC%97%85-Scm-Asap-117cf7d848208b38?fccid=3cfe13845f73c09f&vjs=3
[수시] ESTsecurity Mobile/SW/Web 제품/서비스 기획자 채용(신입/경력),이스트시큐리티,서울 서초구,/company/(%EC%A3%BC)%EC%9D%B4%EC%8A%A4%ED%8A%B8%EC%86%8C%ED%94%84%ED%8A%B8/jobs/-c6924b7206320ebf?fccid=3dacc9a31f0c8d34&vjs=3
게임 퍼포먼스 마케터(글로벌),코스닥 유명 게임기업,서울 강남구,/company/%ED%94%84%EB%A1%9C%EB%A7%A4%EC%B9%98%EC%BD%94%EB%A6%AC%EC%95%84/jobs/%EA%B2%8C%EC%9E%84-%ED%8D%BC%ED%8F%AC%EB%A8%BC%EC%8A%A4-%EB%A7%88%EC%BC%80%ED%84%B0-05eeff46029d47ce?fccid=72cf717e3fd0d489&vjs=3
Public Policy Manager,Airbnb,서울,/rc/clk?jk=033fcd6537eb8729&fccid=95a08f6a451ba57f&vjs=3
사업 개발 관리자-인공 지능,Xecced Ventures,서울,/company/Xecced-Ventures/jobs/%EC%82%AC%EC%97%85-%EA%B0%9C%EB%B0%9C-%EA%B4%80%EB%A6%AC%EC%9E%90-%EC%9D%B8%EA%B3%B5-%EC%A7%80%EB%8A%A5-1b8a18f9fd32339e?fccid=87a80fb305a99e00&vjs=3
크리에이티브 마케터(게임),코스닥 유명 게임기업,서울 강남구,/company/%ED%94%84%EB%A1%9C%EB%A7%A4%EC%B9%98%EC%BD%94%EB%A6%AC%EC%95%84/jobs/%ED%81%AC%EB%A6%AC%EC%97%90%EC%9D%B4%ED%8B%B0%EB%B8%8C-%EB%A7%88%EC%BC%80%ED%84%B0-8c5d77bcd53a216a?fccid=72cf717e3fd0d489&vjs=3
브랜드 마케터,grds,서울 마포구,/company/grds/jobs/%EB%B8%8C%EB%9E%9C%EB%93%9C-%EB%A7%88%EC%BC%80%ED%84%B0-a168beec3dd06bc1?fccid=3a2590dec1e8f96b&vjs=3
"Sr. Manager, Site Merchandising",*회사없음*,서울,/rc/clk?jk=02a5fcaa468c1651&fccid=56e12959d04ef145&vjs=3
Sr. Content Strategist (DSBX),*회사없음*,서울,/rc/clk?jk=cbe9091e9b75501e&fccid=56e12959d04ef145&vjs=3
Senior Marketing Specialist (Coupang Eats),*회사없음*,서울,/rc/clk?jk=7c7798fd696a181c&fccid=56e12959d04ef145&vjs=3
Sr. Site Merchandiser,*회사없음*,서울,/rc/clk?jk=df93f2b4db5d139d&fccid=56e12959d04ef145&vjs=3
"컨설팅회사 분야별(PMO,PI,ISP, Data Analytics등)컨설턴트 포지션 asap",글로벌 메이저 컨설팅회사,서울 여의도역,/company/%EB%8D%94-%ED%9C%B4%EB%A8%BC/jobs/%EC%BB%A8%EC%84%A4%ED%8C%85-%EB%B6%84%EC%95%BC%EB%B3%84-%EC%BB%A8%EC%84%A4%ED%84%B4%ED%8A%B8-%ED%8F%AC%EC%A7%80%EC%85%98-Asap-25432db13648cddc?fccid=3cfe13845f73c09f&vjs=3
미래 경영자 과정 특별 채용 (Coupang Business Leadership Program),*회사없음*,서울,/rc/clk?jk=0f3efe5e226ed74b&fccid=56e12959d04ef145&vjs=3
Front-end Software Engineer,"Moloco, Inc.",서울,/rc/clk?jk=27d7a3fd5164f3a1&fccid=7cbdd150bffe93e0&vjs=3
Business Development (Coupang Eats),*회사없음*,서울,/rc/clk?jk=42c8ada0748e9e03&fccid=56e12959d04ef145&vjs=3
Key Account Manager - Korea,Vonage,서울,/rc/clk?jk=b6de977a5ddfad4f&fccid=9ae5a27119edd141&vjs=3
"Technical Design Architect, South Korea",Pure Storage,서울,/rc/clk?jk=1124955926b2559b&fccid=696179184f6eec49&vjs=3
교육 컨텐츠 스타트업 퍼포먼스 마케터,교육 컨텐츠 스타트업,서울 강남구,/company/%EB%8C%80%EA%B8%B0%EC%97%85%EA%B3%84%EC%97%B4%EC%82%AC-%EA%B4%91%EA%B3%A0%EB%8C%80%ED%96%89%EC%82%AC-%EB%91%90%EB%B0%94%EC%9D%B4-%EA%B7%BC%EB%AC%B4%EC%9E%90/jobs/-a645a1ef5cc3174d?fccid=4b96b85911742688&vjs=3
"Marketing Specialist, Korea",Appier,서울,/rc/clk?jk=6fca03d22a60d874&fccid=1f7225a208bc3f93&vjs=3
Performance Marketing Manager,"Miso, inc",서울,/rc/clk?jk=f8e425d43a894df8&fccid=c7bb994bc724ab18&vjs=3
Sales Manager (Korea),Mistplay,서울,/company/Mistplay/jobs/Sales-Manager-9784219f0ef4f20b?fccid=0df7d31d238863fe&vjs=3
게임 이코노미 / Game Economy,Bagelcode,서울,/rc/clk?jk=f35c46a803d8d72d&fccid=8c89847134f99feb&vjs=3
Senior Sales Manager,iClick Interactive Asia Limited,서울,/rc/clk?jk=d6213dd4d7654b1c&fccid=d27b636c66b7e56b&vjs=3
서울앱창업센터 입주개발자,*회사없음*,대한민국,/rc/clk?jk=9fb9fb6f31cad13a&fccid=bad5147f4e9c39a8&vjs=3
Senior Manager of Business Development,Xsolla,서울 강남구,/rc/clk?jk=a2dcb9e5b28cbb7d&fccid=3571128c84651b42&vjs=3
"Account Manager, South Korea",Appier,서울,/rc/clk?jk=e0f03f52557259cb&fccid=1f7225a208bc3f93&vjs=3
VOC Manager,"Miso, inc",서울,/rc/clk?jk=be37a257dbaa7e8c&fccid=c7bb994bc724ab18&vjs=3
디지털마케팅본부 수신상품 기획 및 전략수립 경력자,국내자본 저축은행,서울,/rc/clk?jk=509e7ab10e54f962&fccid=b8ffa8936fc04868&vjs=3
저축은행 다이랙트마케팅팀 데이터분석,국내자본 저축은행,서울 구로구,/rc/clk?jk=79da9b878d3d8709&fccid=b8ffa8936fc04868&vjs=3
Account Coordinator,The Trade Desk,서울,/rc/clk?jk=ce5cd58a17147324&fccid=4899a85209d20142&vjs=3
"Operations Manager, Customer Experience","Miso, inc",서울,/rc/clk?jk=4240d019d58d7ad2&fccid=c7bb994bc724ab18&vjs=3
"Principal, Business Analysis (Advertising) [데이터분석(광고)]",*회사없음*,서울,/rc/clk?jk=e9fb9643a3bcb30f&fccid=56e12959d04ef145&vjs=3
"Senior, Financial Planning & Analyst (eCommerce Finance)",*회사없음*,서울,/rc/clk?jk=9cd71daa55d724ce&fccid=56e12959d04ef145&vjs=3
SEM Specialist,Asiance,서울,/rc/clk?jk=edce6c98626aee00&fccid=6b162f15e5951d5d&vjs=3
프로모션 담당_정규직,한국컴패션,서울 용산구,/rc/clk?jk=799fc8e38b47ccaa&fccid=4b98312e8c99bf18&vjs=3
Senior Marketing Manager - APAC,SendBird,서울,/rc/clk?jk=57778744593c25b3&fccid=9ba9500ecf2596c5&vjs=3
"Manager of Presales, Korea",Appier,서울,/rc/clk?jk=14723171fec3fae5&fccid=1f7225a208bc3f93&vjs=3
"Director, Growth Marketing",*회사없음*,서울,/rc/clk?jk=a18a30dac96ecb35&fccid=56e12959d04ef145&vjs=3
Senior Strategy Manager,Essence,서울,/rc/clk?jk=510174bcc46bb70b&fccid=26865d82c27c8d42&vjs=3
Manager of Partnership,Appier,서울,/rc/clk?jk=c95aabda306eca12&fccid=1f7225a208bc3f93&vjs=3
Sales Director,VICE Global,서울,/rc/clk?jk=09a7d31c6851d763&fccid=7f5135ad5b2f5b3a&vjs=3
Growth Hacker (개발자),"Miso, inc",서울,/rc/clk?jk=8eff73ee7b2122e4&fccid=c7bb994bc724ab18&vjs=3
웹 프로젝트 매니저(웹PM),Datawords,서울,/rc/clk?jk=efb1e4e5573a9d07&fccid=270f672cfa2c5d76&vjs=3
웹 디자이너(Junior Web Designer),Datawords,서울,/rc/clk?jk=5002de5bf1e83ea2&fccid=270f672cfa2c5d76&vjs=3
칸타 코리아 경력 / 신입 연구원,TNS 코리아,서울 영등포구,/rc/clk?jk=f199d321771aa103&fccid=6a8566b958a46d21&vjs=3
Kakao Specialist / Digital Marketing Specialist,Asiance,서울,/rc/clk?jk=67f3948e64afbc96&fccid=6b162f15e5951d5d&vjs=3
"Operations Manager, Moving","Miso, inc",서울,/rc/clk?jk=734f63b0a39017d7&fccid=c7bb994bc724ab18&vjs=3
마케팅 실장급,"모바일식권, 기업 식대관리 솔루션",서울 강남구,/rc/clk?jk=8ebfd68eb1f13b67&fccid=291c40cc88cda395&vjs=3
분석 & 이코노미 팀장 / Analytics & Economy Team Lead,Bagelcode,서울,/rc/clk?jk=96aac41bdafc1b3e&fccid=8c89847134f99feb&vjs=3
Senior Account Manager (Team Leader),The Trade Desk,서울,/rc/clk?jk=47c8a74830526113&fccid=4899a85209d20142&vjs=3
CRM팀 온라인 마케팅,소비자금융업체,서울 구로구,/rc/clk?jk=ee2df1421467f357&fccid=ac6456f4a655fb42&vjs=3
저축은행 디지털뱅킹팀 데이터분석 경력,국내자본 저축은행,서울 구로구,/rc/clk?jk=53ced11b1e0addce&fccid=b8ffa8936fc04868&vjs=3
저축은행 수신기획,국내자본 저축은행,대한민국,/rc/clk?jk=cbfdd6ab1e82d69b&fccid=b8ffa8936fc04868&vjs=3
Principal Business Analysis (Growth Marketing Analytics),*회사없음*,서울,/rc/clk?jk=2b8a63d6cc91a04c&fccid=56e12959d04ef145&vjs=3
"Account Manager, Deep Cleaning","Miso, inc",서울,/rc/clk?jk=60fdb96193c92095&fccid=c7bb994bc724ab18&vjs=3
Operations Associate (운영팀원) - 한국,Beam,서울,/rc/clk?jk=e58c6fe6fd87f03e&fccid=e7e58fbff0c71b74&vjs=3
저축은행 디지털뱅킹팀 디지털 플랫폼 구축 기획,국내자본 저축은행,서울 구로구,/rc/clk?jk=a1790724b5cd2913&fccid=b8ffa8936fc04868&vjs=3
마케팅팀 팀장,사무기기 등 임대업체,서울 구로구,/rc/clk?jk=28f02e9858be0db2&fccid=f002952ae28c8dd6&vjs=3
저축은행 다이렉트마케팅팀 대리급,국내자본 저축은행,대한민국,/rc/clk?jk=5d52ca1e75dc3e16&fccid=b8ffa8936fc04868&vjs=3
PM(Product Manager),유명메신저회사,서울 성동구,/rc/clk?jk=2d7f40d35de29188&fccid=86148274d7d5322d&vjs=3
저축은행 앱마케팅팀,국내자본 저축은행,서울 구로구,/rc/clk?jk=35cefd4d91c7b366&fccid=b8ffa8936fc04868&vjs=3
영업 전략 책임자(팀장급),"모바일식권, 기업 식대관리 솔루션",서울 강남구,/rc/clk?jk=e46de1d76ed01dcb&fccid=291c40cc88cda395&vjs=3
스토어MD,교육용 모바일앱 개발 및 서비스,서울,/rc/clk?jk=fbdacdf10221e182&fccid=528976f8d4ccc99a&vjs=3
사업기획 담당,에너지 거래소 및 에너지데이터 중개,서울,/rc/clk?jk=93c0cd9f364e4408&fccid=4e1e987c1e1e984d&vjs=3
"Manager of Enterprise Solution Sales, Korea",Appier,서울,/rc/clk?jk=2219ee1ed5dd0fea&fccid=1f7225a208bc3f93&vjs=3
Account Director - Digital,ForwardPMX,서울,/rc/clk?jk=01eac41b3ac55850&fccid=854b9173721c5cce&vjs=3
Performance Marketing Analyst/Manager,ForwardPMX,서울,/rc/clk?jk=cd7823d5b54f2750&fccid=854b9173721c5cce&vjs=3
